WARN   | wrapper  | 2013/05/05 23:50:48 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
INFO   | jvm 1    | 2013/05/06 14:25:01 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:29:01 | [2013-05-06 14:29:01,832][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:29:01 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:29:01 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:29:01 | 	... 3 more
STATUS | wrapper  | 2013/05/06 14:31:27 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2013/05/06 14:31:28 | [2013-05-06 14:31:28,673][INFO ][node                     ] [FLY] {0.90.0}[70036]: stopping ...
INFO   | jvm 1    | 2013/05/06 14:31:42 | [2013-05-06 14:31:42,054][INFO ][node                     ] [FLY] {0.90.0}[70036]: stopped
INFO   | jvm 1    | 2013/05/06 14:31:42 | [2013-05-06 14:31:42,055][INFO ][node                     ] [FLY] {0.90.0}[70036]: closing ...
INFO   | jvm 1    | 2013/05/06 14:31:42 | [2013-05-06 14:31:42,071][INFO ][node                     ] [FLY] {0.90.0}[70036]: closed
STATUS | wrapper  | 2013/05/06 14:31:42 | <-- Wrapper Stopped
WARN   | wrapper  | 2013/05/14 10:31:28 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
WARN   | wrapper  | 2013/05/14 10:31:28 |   The directory does not exist.
WARN   | wrapper  | 2013/05/14 10:31:28 | Unable to write to the configured log file: /Users/fly/develop/elasticsearch-0.90.0/logs/service.log (No such file or directory)
WARN   | wrapper  | 2013/05/14 10:31:28 |   Falling back to the default file in the current working directory: wrapper.log
STATUS | wrapper  | 2013/05/14 10:31:28 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/05/14 10:31:28 | Java Service Wrapper Community Edition 64-bit 3.5.14
STATUS | wrapper  | 2013/05/14 10:31:28 |   Copyright (C) 1999-2011 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/05/14 10:31:28 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/05/14 10:31:28 | 
STATUS | wrapper  | 2013/05/14 10:31:28 | Launching a JVM...
INFO   | jvm 1    | 2013/05/14 10:31:28 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/05/14 10:31:29 | log4j:ERROR setFile(null,true) call failed.
INFO   | jvm 1    | 2013/05/14 10:31:29 | java.io.FileNotFoundException: /Users/fly/log/elasticsearch/elasticsearch2.log (Permission denied)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.io.FileOutputStream.openAppend(Native Method)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.io.FileOutputStream.<init>(FileOutputStream.java:192)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.io.FileOutputStream.<init>(FileOutputStream.java:116)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.FileAppender.setFile(FileAppender.java:294)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.FileAppender.activateOptions(FileAppender.java:165)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.DailyRollingFileAppender.activateOptions(DailyRollingFileAppender.java:223)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.config.PropertySetter.activate(PropertySetter.java:307)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.config.PropertySetter.setProperties(PropertySetter.java:172)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.config.PropertySetter.setProperties(PropertySetter.java:104)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.parseAppender(PropertyConfigurator.java:842)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.parseCategory(PropertyConfigurator.java:768)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.configureRootCategory(PropertyConfigurator.java:648)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.doConfigure(PropertyConfigurator.java:514)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.configure(PropertyConfigurator.java:440)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.common.logging.log4j.LogConfigurator.configure(LogConfigurator.java:111)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.bootstrap.Bootstrap.setupLogging(Bootstrap.java:91)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.bootstrap.Bootstrap.main(Bootstrap.java:175)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.bootstrap.ElasticSearchF.main(ElasticSearchF.java:15)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.lang.reflect.Method.invoke(Method.java:597)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:290)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/14 10:31:29 | log4j:ERROR Either File or DatePattern options are not set for appender [file].
INFO   | jvm 1    | 2013/05/14 10:31:29 | log4j:ERROR setFile(null,true) call failed.
INFO   | jvm 1    | 2013/05/14 10:31:29 | java.io.FileNotFoundException: /Users/fly/log/elasticsearch/elasticsearch2_index_search_slowlog.log (Permission denied)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.io.FileOutputStream.openAppend(Native Method)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.io.FileOutputStream.<init>(FileOutputStream.java:192)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.io.FileOutputStream.<init>(FileOutputStream.java:116)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.FileAppender.setFile(FileAppender.java:294)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.FileAppender.activateOptions(FileAppender.java:165)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.DailyRollingFileAppender.activateOptions(DailyRollingFileAppender.java:223)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.config.PropertySetter.activate(PropertySetter.java:307)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.config.PropertySetter.setProperties(PropertySetter.java:172)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.config.PropertySetter.setProperties(PropertySetter.java:104)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.parseAppender(PropertyConfigurator.java:842)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.parseCategory(PropertyConfigurator.java:768)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.parseCatsAndRenderers(PropertyConfigurator.java:672)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.doConfigure(PropertyConfigurator.java:516)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.apache.log4j.PropertyConfigurator.configure(PropertyConfigurator.java:440)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.common.logging.log4j.LogConfigurator.configure(LogConfigurator.java:111)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.bootstrap.Bootstrap.setupLogging(Bootstrap.java:91)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.bootstrap.Bootstrap.main(Bootstrap.java:175)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.elasticsearch.bootstrap.ElasticSearchF.main(ElasticSearchF.java:15)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.lang.reflect.Method.invoke(Method.java:597)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:290)
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/14 10:31:29 | log4j:ERROR Either File or DatePattern options are not set for appender [index_search_slow_log_file].
INFO   | jvm 1    | 2013/05/14 10:31:29 | [2013-05-14 10:31:29,197][INFO ][node                     ] [FLY] {0.90.0}[26553]: initializing ...
INFO   | jvm 1    | 2013/05/14 10:31:29 | [2013-05-14 10:31:29,229][INFO ][plugins                  ] [FLY] loaded [analysis-mmseg, transport-thrift, analysis-pinyin, analysis-combo, analysis-ik, analysis-smartcn], sites [bigdesk, head, paramedic]
INFO   | jvm 1    | 2013/05/14 10:31:29 | [2013-05-14 10:31:29,279][ERROR][bootstrap                ] {0.90.0}: Initialization Failed ...
INFO   | jvm 1    | 2013/05/14 10:31:29 | - ElasticSearchIllegalStateException[Failed to obtain node lock, is the following location writable?: [/Users/fly/data/elasticsearch/elasticsearch2]]
INFO   | jvm 1    | 2013/05/14 10:31:29 | 	IOException[failed to obtain lock on /Users/fly/data/elasticsearch/elasticsearch2/nodes/49]
INFO   | jvm 1    | 2013/05/14 10:31:29 | 		IOException[Cannot create directory: /Users/fly/data/elasticsearch/elasticsearch2/nodes/49]
STATUS | wrapper  | 2013/05/14 10:31:31 | <-- Wrapper Stopped
WARN   | wrapper  | 2013/05/14 10:31:43 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
WARN   | wrapper  | 2013/05/14 10:31:43 |   The directory does not exist.
WARN   | wrapper  | 2013/05/14 10:31:43 | Unable to write to the configured log file: /Users/fly/develop/elasticsearch-0.90.0/logs/service.log (No such file or directory)
WARN   | wrapper  | 2013/05/14 10:31:43 |   Falling back to the default file in the current working directory: wrapper.log
STATUS | wrapper  | 2013/05/14 10:31:43 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/05/14 10:31:43 | Java Service Wrapper Community Edition 64-bit 3.5.14
STATUS | wrapper  | 2013/05/14 10:31:43 |   Copyright (C) 1999-2011 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/05/14 10:31:43 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/05/14 10:31:43 | 
STATUS | wrapper  | 2013/05/14 10:31:43 | Launching a JVM...
INFO   | jvm 1    | 2013/05/14 10:31:43 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/05/14 10:31:43 | [2013-05-14 10:31:43,958][INFO ][node                     ] [FLY] {0.90.0}[26632]: initializing ...
INFO   | jvm 1    | 2013/05/14 10:31:43 | [2013-05-14 10:31:43,984][INFO ][plugins                  ] [FLY] loaded [analysis-mmseg, transport-thrift, analysis-pinyin, analysis-combo, analysis-ik, analysis-smartcn], sites [bigdesk, head, paramedic]
INFO   | jvm 1    | 2013/05/14 10:31:46 | [2013-05-14 10:31:46,192][INFO ][node                     ] [FLY] {0.90.0}[26632]: initialized
INFO   | jvm 1    | 2013/05/14 10:31:46 | [2013-05-14 10:31:46,192][INFO ][node                     ] [FLY] {0.90.0}[26632]: starting ...
INFO   | jvm 1    | 2013/05/14 10:31:46 | [2013-05-14 10:31:46,217][INFO ][thrift                   ] [FLY] bound on port [9600]
INFO   | jvm 1    | 2013/05/14 10:31:46 | [2013-05-14 10:31:46,317][INFO ][transport                ] [FLY] bound_address {inet[/0:0:0:0:0:0:0:0%0:9300]}, publish_address {inet[/192.168.0.174:9300]}
INFO   | jvm 1    | 2013/05/14 10:31:49 | [2013-05-14 10:31:49,345][INFO ][cluster.service          ] [FLY] new_master [FLY][7kLaHmiwQlKfAJdpsYwwgw][inet[/192.168.0.174:9300]]{master=true}, reason: zen-disco-join (elected_as_master)
INFO   | jvm 1    | 2013/05/14 10:31:49 | [2013-05-14 10:31:49,396][INFO ][discovery                ] [FLY] elasticsearch2/7kLaHmiwQlKfAJdpsYwwgw
INFO   | jvm 1    | 2013/05/14 10:31:49 | [2013-05-14 10:31:49,408][INFO ][http                     ] [FLY] bound_address {inet[/0:0:0:0:0:0:0:0%0:9200]}, publish_address {inet[/192.168.0.174:9200]}
INFO   | jvm 1    | 2013/05/14 10:31:49 | [2013-05-14 10:31:49,408][INFO ][node                     ] [FLY] {0.90.0}[26632]: started
INFO   | jvm 1    | 2013/05/14 10:31:49 | [2013-05-14 10:31:49,687][INFO ][index.analysis           ] [FLY] [test] /Users/fly/develop/elasticsearch-0.90.0/config/mmseg
INFO   | jvm 1    | 2013/05/14 10:31:49 | 2013-5-14 10:31:49 com.chenlb.mmseg4j.Dictionary getInstance
INFO   | jvm 1    | 2013/05/14 10:31:49 | %S
INFO   | jvm 1    | 2013/05/14 10:31:49 | 
INFO   | jvm 1    | 2013/05/14 10:31:49 | 2013-5-14 10:31:49 com.chenlb.mmseg4j.Dictionary loadDic
INFO   | jvm 1    | 2013/05/14 10:31:49 | 
INFO   | jvm 1    | 2013/05/14 10:31:49 | 2013-5-14 10:31:49 com.chenlb.mmseg4j.Dictionary loadWord
INFO   | jvm 1    | 2013/05/14 10:31:49 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary loadWord
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary loadDic
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary loadUnit
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | [2013-05-14 10:31:50,154][INFO ][index.analysis           ] [FLY] [test] /Users/fly/develop/elasticsearch-0.90.0/config/mmseg
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary getInstance
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | [2013-05-14 10:31:50,157][INFO ][index.analysis           ] [FLY] [test] /Users/fly/develop/elasticsearch-0.90.0/config/mmseg
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary getInstance
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | [2013-05-14 10:31:50,160][INFO ][index.analysis           ] [FLY] [test] /Users/fly/develop/elasticsearch-0.90.0/config/mmseg
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary getInstance
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | 2013-5-14 10:31:50 com.chenlb.mmseg4j.Dictionary getInstance
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | [2013-05-14 10:31:50,254][INFO ][ik-analyzer              ] [Dict Loading] ik/IKAnalyzer.cfg.xml
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | %S
INFO   | jvm 1    | 2013/05/14 10:31:50 | 
INFO   | jvm 1    | 2013/05/14 10:31:50 | [2013-05-14 10:31:50,925][INFO ][gateway                  ] [FLY] recovered [1] indices into cluster_state
STATUS | wrapper  | 2013/05/14 10:46:05 | INT trapped.  Shutting down.
INFO   | jvm 1    | 2013/05/14 10:46:06 | [2013-05-14 10:46:06,705][INFO ][node                     ] [FLY] {0.90.0}[26632]: stopping ...
INFO   | jvm 1    | 2013/05/14 10:46:06 | [2013-05-14 10:46:06,730][INFO ][node                     ] [FLY] {0.90.0}[26632]: stopped
INFO   | jvm 1    | 2013/05/14 10:46:06 | [2013-05-14 10:46:06,730][INFO ][node                     ] [FLY] {0.90.0}[26632]: closing ...
INFO   | jvm 1    | 2013/05/14 10:46:06 | [2013-05-14 10:46:06,737][INFO ][node                     ] [FLY] {0.90.0}[26632]: closed
STATUS | wrapper  | 2013/05/14 10:46:06 | <-- Wrapper Stopped
WARN   | wrapper  | 2013/05/14 10:50:54 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0-rtf/logs (No such file or directory)
